prec_no,block_no,name,kind,pref_name,year,hot_days,flag
11,0005,歌登,a,宗谷地方,2021,1.0,
11,0005,歌登,a,宗谷地方,2022,0.0,
11,0005,歌登,a,宗谷地方,2023,1.0,
11,0005,歌登,a,宗谷地方,2024,0.0,
11,0005,歌登,a,宗谷地方,2025,0.0,
11,1051,中頓別,a,宗谷地方,1976,,///
11,1051,中頓別,a,宗谷地方,1977,0.0,]
11,1051,中頓別,a,宗谷地方,1978,0.0,
11,1051,中頓別,a,宗谷地方,1979,0.0,
11,1051,中頓別,a,宗谷地方,1980,0.0,
11,1051,中頓別,a,宗谷地方,1981,0.0,
11,1051,中頓別,a,宗谷地方,1982,0.0,
11,1051,中頓別,a,宗谷地方,1983,0.0,
11,1051,中頓別,a,宗谷地方,1984,0.0,
11,1051,中頓別,a,宗谷地方,1985,0.0,
11,1051,中頓別,a,宗谷地方,1986,0.0,
11,1051,中頓別,a,宗谷地方,1987,0.0,
11,1051,中頓別,a,宗谷地方,1988,0.0,
11,1051,中頓別,a,宗谷地方,1989,0.0,
11,1051,中頓別,a,宗谷地方,1990,0.0,
11,1051,中頓別,a,宗谷地方,1991,0.0,
11,1051,中頓別,a,宗谷地方,1992,0.0,
11,1051,中頓別,a,宗谷地方,1993,0.0,
11,1051,中頓別,a,宗谷地方,1994,0.0,
11,1051,中頓別,a,宗谷地方,1995,0.0,
11,1051,中頓別,a,宗谷地方,1996,0.0,
11,1051,中頓別,a,宗谷地方,1997,0.0,
11,1051,中頓別,a,宗谷地方,1998,0.0,
11,1051,中頓別,a,宗谷地方,1999,0.0,
11,1051,中頓別,a,宗谷地方,2000,0.0,
11,1051,中頓別,a,宗谷地方,2001,0.0,
11,1051,中頓別,a,宗谷地方,2002,0.0,
11,1051,中頓別,a,宗谷地方,2003,0.0,
11,1051,中頓別,a,宗谷地方,2004,0.0,
11,1051,中頓別,a,宗谷地方,2005,0.0,
11,1051,中頓別,a,宗谷地方,2006,0.0,
11,1051,中頓別,a,宗谷地方,2007,0.0,
11,1051,中頓別,a,宗谷地方,2008,0.0,]
11,1051,中頓別,a,宗谷地方,2009,0.0,
11,1051,中頓別,a,宗谷地方,2010,0.0,
11,1051,中頓別,a,宗谷地方,2011,0.0,
11,1051,中頓別,a,宗谷地方,2012,0.0,
11,1051,中頓別,a,宗谷地方,2013,0.0,
11,1051,中頓別,a,宗谷地方,2014,0.0,
11,1051,中頓別,a,宗谷地方,2015,0.0,
11,1051,中頓別,a,宗谷地方,2016,0.0,
11,1051,中頓別,a,宗谷地方,2017,0.0,
11,1051,中頓別,a,宗谷地方,2018,1.0,
11,1051,中頓別,a,宗谷地方,2019,0.0,
11,1051,中頓別,a,宗谷地方,2020,0.0,
11,1051,中頓別,a,宗谷地方,2021,3.0,
11,1051,中頓別,a,宗谷地方,2022,0.0,
11,1051,中頓別,a,宗谷地方,2023,0.0,
11,1051,中頓別,a,宗谷地方,2024,0.0,
11,1051,中頓別,a,宗谷地方,2025,0.0,
11,1054,豊富,a,宗谷地方,1976,,///
11,1054,豊富,a,宗谷地方,1977,0.0,]
11,1054,豊富,a,宗谷地方,1978,0.0,
11,1054,豊富,a,宗谷地方,1979,0.0,
11,1054,豊富,a,宗谷地方,1980,0.0,
11,1054,豊富,a,宗谷地方,1981,0.0,
11,1054,豊富,a,宗谷地方,1982,0.0,
11,1054,豊富,a,宗谷地方,1983,0.0,
11,1054,豊富,a,宗谷地方,1984,0.0,
11,1054,豊富,a,宗谷地方,1985,0.0,
11,1054,豊富,a,宗谷地方,1986,0.0,
11,1054,豊富,a,宗谷地方,1987,0.0,
11,1054,豊富,a,宗谷地方,1988,0.0,
11,1054,豊富,a,宗谷地方,1989,0.0,
11,1054,豊富,a,宗谷地方,1990,0.0,
11,1054,豊富,a,宗谷地方,1991,0.0,
11,1054,豊富,a,宗谷地方,1992,0.0,
11,1054,豊富,a,宗谷地方,1993,0.0,
11,1054,豊富,a,宗谷地方,1994,0.0,
11,1054,豊富,a,宗谷地方,1995,0.0,
11,1054,豊富,a,宗谷地方,1996,0.0,
11,1054,豊富,a,宗谷地方,1997,0.0,
11,1054,豊富,a,宗谷地方,1998,0.0,
11,1054,豊富,a,宗谷地方,1999,0.0,
11,1054,豊富,a,宗谷地方,2000,0.0,
11,1054,豊富,a,宗谷地方,2001,0.0,
11,1054,豊富,a,宗谷地方,2002,0.0,
11,1054,豊富,a,宗谷地方,2003,0.0,
11,1054,豊富,a,宗谷地方,2004,0.0,
11,1054,豊富,a,宗谷地方,2005,0.0,
11,1054,豊富,a,宗谷地方,2006,0.0,
11,1054,豊富,a,宗谷地方,2007,0.0,
11,1054,豊富,a,宗谷地方,2008,0.0,
11,1054,豊富,a,宗谷地方,2009,0.0,
11,1054,豊富,a,宗谷地方,2010,0.0,
11,1054,豊富,a,宗谷地方,2011,0.0,
11,1054,豊富,a,宗谷地方,2012,0.0,
11,1054,豊富,a,宗谷地方,2013,0.0,
11,1054,豊富,a,宗谷地方,2014,0.0,
11,1054,豊富,a,宗谷地方,2015,0.0,
11,1054,豊富,a,宗谷地方,2016,0.0,
11,1054,豊富,a,宗谷地方,2017,0.0,
11,1054,豊富,a,宗谷地方,2018,0.0,
11,1054,豊富,a,宗谷地方,2019,0.0,
11,1054,豊富,a,宗谷地方,2020,0.0,
11,1054,豊富,a,宗谷地方,2021,0.0,
11,1054,豊富,a,宗谷地方,2022,0.0,
11,1054,豊富,a,宗谷地方,2023,0.0,
11,1054,豊富,a,宗谷地方,2024,0.0,
11,1054,豊富,a,宗谷地方,2025,0.0,]
11,1203,沼川,a,宗谷地方,1977,0.0,]
11,1203,沼川,a,宗谷地方,1978,0.0,
11,1203,沼川,a,宗谷地方,1979,0.0,
11,1203,沼川,a,宗谷地方,1980,0.0,
11,1203,沼川,a,宗谷地方,1981,0.0,
11,1203,沼川,a,宗谷地方,1982,0.0,
11,1203,沼川,a,宗谷地方,1983,0.0,
11,1203,沼川,a,宗谷地方,1984,0.0,
11,1203,沼川,a,宗谷地方,1985,0.0,
11,1203,沼川,a,宗谷地方,1986,0.0,
11,1203,沼川,a,宗谷地方,1987,0.0,
11,1203,沼川,a,宗谷地方,1988,0.0,
11,1203,沼川,a,宗谷地方,1989,0.0,
11,1203,沼川,a,宗谷地方,1990,0.0,
11,1203,沼川,a,宗谷地方,1991,0.0,
11,1203,沼川,a,宗谷地方,1992,0.0,
11,1203,沼川,a,宗谷地方,1993,0.0,
11,1203,沼川,a,宗谷地方,1994,0.0,
11,1203,沼川,a,宗谷地方,1995,0.0,
11,1203,沼川,a,宗谷地方,1996,0.0,
11,1203,沼川,a,宗谷地方,1997,0.0,
11,1203,沼川,a,宗谷地方,1998,0.0,
11,1203,沼川,a,宗谷地方,1999,0.0,
11,1203,沼川,a,宗谷地方,2000,0.0,
11,1203,沼川,a,宗谷地方,2001,0.0,
11,1203,沼川,a,宗谷地方,2002,0.0,
11,1203,沼川,a,宗谷地方,2003,0.0,
11,1203,沼川,a,宗谷地方,2004,0.0,
11,1203,沼川,a,宗谷地方,2005,0.0,
11,1203,沼川,a,宗谷地方,2006,0.0,
11,1203,沼川,a,宗谷地方,2007,0.0,
11,1203,沼川,a,宗谷地方,2008,0.0,
11,1203,沼川,a,宗谷地方,2009,0.0,
11,1203,沼川,a,宗谷地方,2010,0.0,
11,1203,沼川,a,宗谷地方,2011,0.0,
11,1203,沼川,a,宗谷地方,2012,0.0,
11,1203,沼川,a,宗谷地方,2013,0.0,
11,1203,沼川,a,宗谷地方,2014,0.0,
11,1203,沼川,a,宗谷地方,2015,0.0,
11,1203,沼川,a,宗谷地方,2016,0.0,
11,1203,沼川,a,宗谷地方,2017,0.0,
11,1203,沼川,a,宗谷地方,2018,0.0,
11,1203,沼川,a,宗谷地方,2019,0.0,
11,1203,沼川,a,宗谷地方,2020,0.0,
11,1203,沼川,a,宗谷地方,2021,0.0,
11,1203,沼川,a,宗谷地方,2022,0.0,
11,1203,沼川,a,宗谷地方,2023,0.0,
11,1203,沼川,a,宗谷地方,2024,0.0,
11,1203,沼川,a,宗谷地方,2025,0.0,
11,1207,船泊,a,宗谷地方,1977,0.0,]
11,1207,船泊,a,宗谷地方,1978,0.0,
11,1207,船泊,a,宗谷地方,1979,0.0,
11,1207,船泊,a,宗谷地方,1980,0.0,
11,1207,船泊,a,宗谷地方,1981,0.0,]
11,1207,船泊,a,宗谷地方,1982,0.0,
11,1207,船泊,a,宗谷地方,1983,0.0,
11,1207,船泊,a,宗谷地方,1984,0.0,
11,1207,船泊,a,宗谷地方,1985,0.0,
11,1207,船泊,a,宗谷地方,1986,0.0,]
11,1207,船泊,a,宗谷地方,1987,0.0,
11,1207,船泊,a,宗谷地方,1988,0.0,
11,1207,船泊,a,宗谷地方,1989,0.0,
11,1207,船泊,a,宗谷地方,1990,0.0,
11,1207,船泊,a,宗谷地方,1991,0.0,
11,1207,船泊,a,宗谷地方,1992,0.0,
11,1207,船泊,a,宗谷地方,1993,0.0,
11,1207,船泊,a,宗谷地方,1994,0.0,
11,1207,船泊,a,宗谷地方,1995,0.0,
11,1207,船泊,a,宗谷地方,1996,0.0,
11,1207,船泊,a,宗谷地方,1997,0.0,
11,1207,船泊,a,宗谷地方,1998,0.0,
11,1207,船泊,a,宗谷地方,1999,0.0,
11,1207,船泊,a,宗谷地方,2000,0.0,
11,1207,船泊,a,宗谷地方,2001,0.0,
11,1207,船泊,a,宗谷地方,2002,0.0,
11,1207,船泊,a,宗谷地方,2003,0.0,]
11,1284,宗谷岬,a,宗谷地方,1978,0.0,]
11,1284,宗谷岬,a,宗谷地方,1979,0.0,
11,1284,宗谷岬,a,宗谷地方,1980,0.0,
11,1284,宗谷岬,a,宗谷地方,1981,0.0,
11,1284,宗谷岬,a,宗谷地方,1982,0.0,
11,1284,宗谷岬,a,宗谷地方,1983,0.0,
11,1284,宗谷岬,a,宗谷地方,1984,0.0,]
11,1284,宗谷岬,a,宗谷地方,1985,0.0,
11,1284,宗谷岬,a,宗谷地方,1986,0.0,
11,1284,宗谷岬,a,宗谷地方,1987,0.0,]
11,1284,宗谷岬,a,宗谷地方,1988,0.0,
11,1284,宗谷岬,a,宗谷地方,1989,0.0,
11,1284,宗谷岬,a,宗谷地方,1990,0.0,
11,1284,宗谷岬,a,宗谷地方,1991,0.0,
11,1284,宗谷岬,a,宗谷地方,1992,0.0,
11,1284,宗谷岬,a,宗谷地方,1993,0.0,
11,1284,宗谷岬,a,宗谷地方,1994,0.0,]
11,1284,宗谷岬,a,宗谷地方,1995,0.0,
11,1284,宗谷岬,a,宗谷地方,1996,0.0,
11,1284,宗谷岬,a,宗谷地方,1997,0.0,
11,1284,宗谷岬,a,宗谷地方,1998,0.0,]
11,1284,宗谷岬,a,宗谷地方,1999,0.0,
11,1284,宗谷岬,a,宗谷地方,2000,0.0,
11,1284,宗谷岬,a,宗谷地方,2001,0.0,
11,1284,宗谷岬,a,宗谷地方,2002,0.0,
11,1284,宗谷岬,a,宗谷地方,2003,0.0,
11,1284,宗谷岬,a,宗谷地方,2004,0.0,
11,1284,宗谷岬,a,宗谷地方,2005,0.0,
11,1284,宗谷岬,a,宗谷地方,2006,0.0,
11,1284,宗谷岬,a,宗谷地方,2007,0.0,
11,1284,宗谷岬,a,宗谷地方,2008,0.0,
11,1284,宗谷岬,a,宗谷地方,2009,0.0,]
11,1284,宗谷岬,a,宗谷地方,2010,0.0,
11,1284,宗谷岬,a,宗谷地方,2011,0.0,
11,1284,宗谷岬,a,宗谷地方,2012,0.0,
11,1284,宗谷岬,a,宗谷地方,2013,0.0,
11,1284,宗谷岬,a,宗谷地方,2014,0.0,
11,1284,宗谷岬,a,宗谷地方,2015,0.0,
11,1284,宗谷岬,a,宗谷地方,2016,0.0,
11,1284,宗谷岬,a,宗谷地方,2017,0.0,
11,1284,宗谷岬,a,宗谷地方,2018,0.0,
11,1284,宗谷岬,a,宗谷地方,2019,0.0,
11,1284,宗谷岬,a,宗谷地方,2020,0.0,
11,1284,宗谷岬,a,宗谷地方,2021,0.0,
11,1284,宗谷岬,a,宗谷地方,2022,0.0,
11,1284,宗谷岬,a,宗谷地方,2023,0.0,
11,1284,宗谷岬,a,宗谷地方,2024,0.0,
11,1284,宗谷岬,a,宗谷地方,2025,0.0,
11,1285,浜鬼志別,a,宗谷地方,1978,0.0,]
11,1285,浜鬼志別,a,宗谷地方,1979,0.0,]
11,1285,浜鬼志別,a,宗谷地方,1980,0.0,
11,1285,浜鬼志別,a,宗谷地方,1981,0.0,]
11,1285,浜鬼志別,a,宗谷地方,1982,0.0,
11,1285,浜鬼志別,a,宗谷地方,1983,0.0,
11,1285,浜鬼志別,a,宗谷地方,1984,0.0,
11,1285,浜鬼志別,a,宗谷地方,1985,0.0,
11,1285,浜鬼志別,a,宗谷地方,1986,0.0,
11,1285,浜鬼志別,a,宗谷地方,1987,0.0,
11,1285,浜鬼志別,a,宗谷地方,1988,0.0,
11,1285,浜鬼志別,a,宗谷地方,1989,0.0,
11,1285,浜鬼志別,a,宗谷地方,1990,0.0,
11,1285,浜鬼志別,a,宗谷地方,1991,0.0,
11,1285,浜鬼志別,a,宗谷地方,1992,0.0,
11,1285,浜鬼志別,a,宗谷地方,1993,0.0,
11,1285,浜鬼志別,a,宗谷地方,1994,0.0,
11,1285,浜鬼志別,a,宗谷地方,1995,0.0,
11,1285,浜鬼志別,a,宗谷地方,1996,0.0,
11,1285,浜鬼志別,a,宗谷地方,1997,0.0,
11,1285,浜鬼志別,a,宗谷地方,1998,0.0,
11,1285,浜鬼志別,a,宗谷地方,1999,0.0,
11,1285,浜鬼志別,a,宗谷地方,2000,0.0,
11,1285,浜鬼志別,a,宗谷地方,2001,0.0,
11,1285,浜鬼志別,a,宗谷地方,2002,0.0,
11,1285,浜鬼志別,a,宗谷地方,2003,0.0,
11,1285,浜鬼志別,a,宗谷地方,2004,0.0,]
11,1285,浜鬼志別,a,宗谷地方,2005,0.0,
11,1285,浜鬼志別,a,宗谷地方,2006,0.0,
11,1285,浜鬼志別,a,宗谷地方,2007,0.0,
11,1285,浜鬼志別,a,宗谷地方,2008,0.0,
11,1285,浜鬼志別,a,宗谷地方,2009,0.0,
11,1285,浜鬼志別,a,宗谷地方,2010,0.0,
11,1285,浜鬼志別,a,宗谷地方,2011,0.0,
11,1285,浜鬼志別,a,宗谷地方,2012,0.0,
11,1285,浜鬼志別,a,宗谷地方,2013,0.0,
11,1285,浜鬼志別,a,宗谷地方,2014,0.0,
11,1285,浜鬼志別,a,宗谷地方,2015,0.0,
11,1285,浜鬼志別,a,宗谷地方,2016,0.0,
11,1285,浜鬼志別,a,宗谷地方,2017,0.0,
11,1285,浜鬼志別,a,宗谷地方,2018,0.0,
11,1285,浜鬼志別,a,宗谷地方,2019,0.0,
11,1285,浜鬼志別,a,宗谷地方,2020,0.0,
11,1285,浜鬼志別,a,宗谷地方,2021,0.0,
11,1285,浜鬼志別,a,宗谷地方,2022,0.0,
11,1285,浜鬼志別,a,宗谷地方,2023,0.0,]
11,1285,浜鬼志別,a,宗谷地方,2024,0.0,
11,1285,浜鬼志別,a,宗谷地方,2025,0.0,
11,1512,本泊,a,宗谷地方,2003,0.0,
11,1512,本泊,a,宗谷地方,2004,0.0,
11,1512,本泊,a,宗谷地方,2005,0.0,
11,1512,本泊,a,宗谷地方,2006,0.0,
11,1512,本泊,a,宗谷地方,2007,0.0,
11,1512,本泊,a,宗谷地方,2008,0.0,
11,1512,本泊,a,宗谷地方,2009,0.0,
11,1512,本泊,a,宗谷地方,2010,0.0,
11,1512,本泊,a,宗谷地方,2011,0.0,
11,1512,本泊,a,宗谷地方,2012,0.0,
11,1512,本泊,a,宗谷地方,2013,0.0,
11,1512,本泊,a,宗谷地方,2014,0.0,
11,1512,本泊,a,宗谷地方,2015,0.0,
11,1512,本泊,a,宗谷地方,2016,0.0,
11,1512,本泊,a,宗谷地方,2017,0.0,
11,1512,本泊,a,宗谷地方,2018,0.0,
11,1512,本泊,a,宗谷地方,2019,0.0,
11,1512,本泊,a,宗谷地方,2020,0.0,
11,1512,本泊,a,宗谷地方,2021,0.0,
11,1512,本泊,a,宗谷地方,2022,0.0,
11,1512,本泊,a,宗谷地方,2023,0.0,
11,1512,本泊,a,宗谷地方,2024,0.0,
11,1512,本泊,a,宗谷地方,2025,0.0,
11,1528,声問,a,宗谷地方,2003,0.0,
11,1528,声問,a,宗谷地方,2004,0.0,
11,1528,声問,a,宗谷地方,2005,0.0,
11,1528,声問,a,宗谷地方,2006,0.0,
11,1528,声問,a,宗谷地方,2007,0.0,
11,1528,声問,a,宗谷地方,2008,0.0,
11,1528,声問,a,宗谷地方,2009,0.0,
11,1528,声問,a,宗谷地方,2010,0.0,
11,1528,声問,a,宗谷地方,2011,0.0,
11,1528,声問,a,宗谷地方,2012,0.0,
11,1528,声問,a,宗谷地方,2013,0.0,
11,1528,声問,a,宗谷地方,2014,0.0,
11,1528,声問,a,宗谷地方,2015,0.0,
11,1528,声問,a,宗谷地方,2016,0.0,
11,1528,声問,a,宗谷地方,2017,0.0,
11,1528,声問,a,宗谷地方,2018,0.0,
11,1528,声問,a,宗谷地方,2019,0.0,
11,1528,声問,a,宗谷地方,2020,0.0,
11,1528,声問,a,宗谷地方,2021,0.0,
11,1528,声問,a,宗谷地方,2022,0.0,
11,1528,声問,a,宗谷地方,2023,0.0,
11,1528,声問,a,宗谷地方,2024,0.0,
11,1528,声問,a,宗谷地方,2025,0.0,
11,1546,礼文,a,宗谷地方,2003,0.0,]
11,1546,礼文,a,宗谷地方,2004,0.0,
11,1546,礼文,a,宗谷地方,2005,0.0,
11,1546,礼文,a,宗谷地方,2006,0.0,
11,1546,礼文,a,宗谷地方,2007,0.0,
11,1546,礼文,a,宗谷地方,2008,0.0,
11,1546,礼文,a,宗谷地方,2009,0.0,
11,1546,礼文,a,宗谷地方,2010,0.0,
11,1546,礼文,a,宗谷地方,2011,0.0,
11,1546,礼文,a,宗谷地方,2012,0.0,
11,1546,礼文,a,宗谷地方,2013,0.0,
11,1546,礼文,a,宗谷地方,2014,0.0,
11,1546,礼文,a,宗谷地方,2015,0.0,
11,1546,礼文,a,宗谷地方,2016,0.0,
11,1546,礼文,a,宗谷地方,2017,0.0,
11,1546,礼文,a,宗谷地方,2018,0.0,
11,1546,礼文,a,宗谷地方,2019,0.0,
11,1546,礼文,a,宗谷地方,2020,0.0,
11,1546,礼文,a,宗谷地方,2021,0.0,
11,1546,礼文,a,宗谷地方,2022,0.0,
11,1546,礼文,a,宗谷地方,2023,0.0,
11,1546,礼文,a,宗谷地方,2024,0.0,
11,1546,礼文,a,宗谷地方,2025,0.0,
11,1573,幌延,a,宗谷地方,2005,,///
11,1573,幌延,a,宗谷地方,2006,,///
11,1573,幌延,a,宗谷地方,2007,,///
11,1573,幌延,a,宗谷地方,2008,,///
11,1573,幌延,a,宗谷地方,2009,,///
11,1573,幌延,a,宗谷地方,2010,,///
11,1573,幌延,a,宗谷地方,2011,,///
11,1573,幌延,a,宗谷地方,2012,,///
11,1573,幌延,a,宗谷地方,2013,,///
11,1573,幌延,a,宗谷地方,2014,,///
11,1573,幌延,a,宗谷地方,2015,,///
11,1573,幌延,a,宗谷地方,2016,,///
11,1573,幌延,a,宗谷地方,2017,,///
11,1573,幌延,a,宗谷地方,2018,,///
11,1573,幌延,a,宗谷地方,2019,,///
11,1573,幌延,a,宗谷地方,2020,,///
11,1573,幌延,a,宗谷地方,2021,,///
11,1573,幌延,a,宗谷地方,2022,,///
11,1573,幌延,a,宗谷地方,2023,,///
11,1573,幌延,a,宗谷地方,2024,,///
11,1573,幌延,a,宗谷地方,2025,,///
11,1593,幌泊,a,宗谷地方,2003,0.0,
11,1593,幌泊,a,宗谷地方,2004,0.0,
11,1593,幌泊,a,宗谷地方,2005,0.0,
11,1593,幌泊,a,宗谷地方,2006,0.0,
11,1593,幌泊,a,宗谷地方,2007,0.0,
11,1593,幌泊,a,宗谷地方,2008,0.0,
